id	document	label
6677132	모두들 잘하구 있어요효민 언니 힘내세요꼭 천희오빠가 번째 남자가 되기를	1
9535983	모든 겨울을 배경으로 한 애니메이션은 재미없구나 겨울왕국이 유일하게 성공한 케이스 였다	0
7469625	구식 촬영 기법이 그나마 있던 액션의 격을 떨어뜨리고 이해가지 않는 인물의 행동은 답답하다	0
7934338	주인공 선희가 악령에 사로잡혀 서서히 미쳐가는 심리공포물	1
9854295	존쿠샥이 작은 호텔방안에서 펼치는 소름끼치는 원맨쇼	1
7898861	솔직히 말해서 연기도 어색하고잼도없음 화 봤는데 쩝 굿닥터로 갈아탐	0
7385074	캐릭터 정말 재미있네ㅋㅋ	1
544632	점이나준 미친놈도있네	0
3740274	가지가지하는 띠꺼운 개구리 색히들	0
139537	정말 쓰레기같은 영화에 올인 완전 쓰레기 영화	0
9099171	정말 재미없다 뭐 이런 영화가 다있나	0
9438322	대표적으로 과대평가된 미드 중 하나 티비에서 방영될 당시에도 재미없게 봤음	0
1114983	멜로도 아니고 도 아니고 근친문제 우려만	0
7430716	공포판타지 드라마 과정이 약간 기괴할뿐 결말도 감성팔이 실제로 조금만 돌려 생각해보면 진짜 개같고 무서운 상황인데 그걸 그리 포장하냐 사후세계에 대해서 굉장히 감독이 긍정적인듯 결말 때문에 답이 없는 쓰레기	0
8894047	정말 애들이 절대 봐서는 안되는 영화 자기 혼자만의 욕심을 위해서 다른 사람따위는 신경쓰지도 않고 수천마리의 토끼들을 위험에 빠뜨리는 주인공 소시오패스 양성하는 영화인건가	0
3230354	제목에 속았다는말이 제격이지 레즈비언아니라면 보지말 것 별반개도 아까비	0
5448509	진짜웃기고재밍는데평점이쫌낮네급마무리가살짝아쉽지만	1
5420376	황정음 나오는드라마는 당연히 점줘야지	1
10070338	아 정말 짜증나게 죽이고 싶은 킬러네요	1
3571019	아 짜증나는 영화 재미없다 아무짝에 의미없는 정사들	0
8815385	상당히 기분나쁜영화  또한 너무 허술  마지막 싸이렌소리는  답을 말해주는듯  근데 이영화 중반까지는 스릴있어서 점줌그후에는 별루 	0
1661587	이건 너무 심했다	0
3880611	초등학생 그림 일기을 옮겨다 놓은거 같네 안습이다 그저	0
5683072	영화자체가 비상이다 심각하다 응급실로 보내라 인공호흡 실시	0
8772224	내가 본 드라마중에 가장 재미있게 봤던 드라마	1
9818925	가족들과 함께 보아서 더욱 좋았던 영화입니다 오랜만에 보았던 가슴 따뜻한 감동적인 영화예요  	1
1545790	점도 아깝다 시간아깝넹	0
7307229	이게 공포냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
572926	케릭터가 짱이다특히 제칼칸 너무 좋다	1
7475394	참으로 오랜만에 만나보는 고품격 쓰레기	0
9155853	이건 정말 명작인것 같다 이영화를 보면서 나는 세영화가 생각났다 조악함과 제임스카메론을 차용한것에서 고무인간의 최후 그리고 얼뜨기 친구두명이 나오는것등등해서 버팔로 그리고 시티라이트 정말 나 사랑하냐구요 에서 눈물나온다 정말	1
6051609	대략 년만에 다시보는데 이런 의미가 있다니	1
8247934	은희수 언제까지 빠져나가나요정말 짜증나요질질끌지말아주세요내용이 없어서 그런건가요	0
4351420	다른 사람은 못하고 유지태만이 만들 수 있는 영화를 해야 합니다	0
3928857	참고바란다 액션은 없었다 최소한 겟썸에서 배워야한다	0
9210657	제발 나나좀 하차시켜주세요기식적인행동과말들이 언행불일치진짜싫어악	0
5523360	글쎄	0
8212382	재밌어요 돈 하나도 안 아까워요 	1
8948736	재밌어 볼려고 애썼다 그리고 바닐라스카이 너 두번다시 자막만들지 마라허접자막 네가 안만들면 딴 사람이 잘 만들었을꺼자나	0
4651508	굿	1
9791826	진짜 웹툰 닥터 프로스트를 좋아한 사람으로서 누구나 점을 줄 것이다 이것은 심리 중심이 아닌 수사가 중심이다 천재라 해놓고 진짜 푸는 건 자기 혼자가 아닌 모두 진짜 웹툰을 드라마화화는 우리나라에서 멀구나 멀어	0
8170332	루비반지 도무지 진전이없어요 계속 질질끄는것같음 진짜루비도 복수하는거보면 답답하지만 배경민도멍청함 그렇게 루비를 사랑했으면 알아차려야지 배경민이빨리알아차리면 좋겠는데 앞으로도 이런식으로질질끌면 안보고 기사만볼거임	0
8409937	쏘우 팬으로서 좋다 만족한다	1
9272445	화가납니다 돈이 아깝네요	0
5141525	애니를 안 봤으면 이 작품이 왜 쓰레기인지 모른다	0
6259892	시험지만 보면 기역이 안나요 머드라 꿈의 시험이 시작된다	0
8058599	점짜리 영화는아닌데 개인적으로는 평균평점 점정도의 가치는 한다고 본다 스타일리쉬한 영화 ㅋ	1
9312871	개노잼이였음솔직히 처음부터 끝가지	0
7373823	으리	1
3800114	아직 점이 없네 잘만든 영화같아요	1
905310	발랄한것 같으면서도 무서운 애니	1
6131436	파수꾼에 키즈리턴이 합성된 학원물 영화가 보고싶다	1
9830751	믿고보는 맥커너히ㅎ	1
8126489	윤종신 복귀는 좋았지만 이하늘은 도대체 왜 뽑혔는지 알수가없다 참가자 실력을 따지기 전에 심사위원 인격과 실력부터 쌓고 오시길 어하어허 그만좀 하고요	0
2842690	나이먹고 이런영화를 즐겁게 보지는 못하리라 생각했는데 좋았다	1
9470211	정말 눈시울이 붉어지는 감동적인 영화네요 외계생명체는 단순 매개체일뿐 영혼이 몸보다 크다는 것을 느꼈네요	1
9970037	이거 개 ㅉㅉ	0
10100002	우리는 모두 무언가에 대한 덕후다	1
9304475	솔직히말해서 너무 재미없고 지루하고 편이 정말 잘만들었다는 생각이들정도보는시간이아깝고 무섭지도않고 노답	0
6706933	손발 오글거리는 대사의 향연이지만 나름대로 카타르시스 있는 스토리 박노식이 만든 액션 영화 중 최고인 것 같다	0
2660774	구성이 알차지 못하다	0
9141510	원래는 빅풋인데 왜 아무상관없는 혹성탈출이랑 엮냐고ㅋㅋ	1
7306572	엄청재미없다이거보지마라	0
9533044	개재밌게 봄 각 인물들 캐릭터도 돋보였고 민효린 이채영 너무 이쁘고 꼬마애들 넘 귀엽고 깨알반전 응축된 스토리가 매우 방대했음에도 불구하고 가볍게 잘 풀어냈다	1
8476870	아이들도 좋아했지만 제가 더 재미나게 본영화	1
10212606	나는 재밌었는데	1
9844876	결말이 아쉽내여  정말 특별한 사랑법이내여 완전신기함니다 	1
9277606	원사의 임무수행능력만 쳐줄만함 나머진 어쩌란거냐 황당하고 개연성 부족한 차원 군영화	0
534073	우스꽝스런 애들영화	0
7918141	내가 본영화중 최고	1
95291	제발 이런영화 만들지좀마라	0
7871507	배경이 프랑스인 파리 구의 여인도 망작이고 미국이 배경인 빅픽처를 프랑스로 옮겨가서도 이런 졸작을 만들어 내다니 원작자가 수많은 시나리오 각색을 물리고 이작품을 흡족해 했다는데 영화를 보고 나서도 만족했을까 최고의 망작	0
5283414	파라노말액티비티의 발가락때의 만분의  병균성분정도의 재미라 하겠다	0
2074603	롭 슈나이더는 좋지만 영화는 더러움만 강해진 것 같아 아쉬울뿐	0
8914490	아가 다음영화에서는 두개반별평점ㅤㅈㅝㅅ다 두개로떨어ㅤㅈㅕㅅ음 주인공제인이지친구가다니는 포르노회사에서영화를찍어 이영화에서는 아무래도 누가미국에서제일골빈사람들인가 자랑하기 대회하는것같다 비교하자면 요즘국산영화보단 현실적이네요이런류의 한국영화보면 저질이죠	0
268008	헤어짐은 사랑의 시작이라 감동적이네요 매우 재미있음	1
6861903	보다마라쓰	0
8742631	솔직히 몰입이안되지만 엠마스톤땜에점	1
8438950	재미없네후회하면서 보는 중ㅜ	0
6675343	음악이 장면하고 절묘하게 잘맞아요 재밌습니다	1
9665495	최고다 그냥 가족이잇다면 반드시 느낄거다 슬픔을	1
5798908	파워레인져 정글레드가 나오는 영화 남자주인공이 바람둥이임	0
7382630	노잼	0
8133981	이거보면서 엄청웃음ㅋㅋ	1
4275721	마음에 듭니다	1
8033065	절대보면후회할영화 여기 알바들 진짜 많은듯	0
8635223	김집사와 장채리의 악행 반복 지겹지 않나요 권선징악 아닌가요 마이너스 별점 주고싶네요 지겹네요	0
2708320	너무나도 지루하고 따분럴 정도의 느린전개 이자벨아자니가 많이 묻힌 느낌	0
7719370	음식점가서 사진찍어다가 페북올리면서 힐링힐링거리지말고 이런 좋은 영화보면서 진짜힐링들하시길	1
5501460	오 굿 엔딩 섹스신 외엔 별로	0
9811055	맨발의 청춘은 신성일이 주연한 영화지만 불타는 청춘은 트위스트김 위주로 찍었다고 하네요김기덕 감독님 말씀입니다트위스트김은 신성일이라는 배우를 늘 곁에서 주조연으로빛내준 배우입니다 지금의 신성일을 있게 했다고해도 과언이 아니죠	1
4914008	이민정 연기가 좀 어색하지만 잘 만들었네요 	1
9832011	좋은 소재 굉장한 배우들 소심한 카메라워크 욕심만 많던연출 결국 뻔한 반전으로 이어지는 설긴 이야기흐름빈수레가 요란하고 속빈 강정이 기름져 보이듯 두 시간 정말 킬링타임 내용은 진지하나 전달방법이 잘못된듯합니다	0
1072694	흐느적에 한표	0
4113170	옛날 영화라고 명작이라 감싸주는 이런애들이 있었나	0
573619	흥미진진	1
9633546	처음부터끝까지 웃으면서 본영화에여 꿀잼	1
9223441	감독쉐키가 제작지원비 까쳐 묵고 대충 만든것 같다	0
2739229	너무 평범한 영화 	0
9856199	취향을 너무 탄다 해야 하나개인적으로 정말 지겹게 봤다오로지 반가운건 지금 이시대에 질들어버린 컴퓨터에 의존한 애니퀄과다른 옛날 그 경이로운 애니의 퀄을 볼수 있었던것뿐내용이 지나치게 심오하기만하고 지겨움만 안겨준다개인취향 여운없음	0
9778692	시간 러닝타임동안 한두번 피식하게 만든 영화	0
1648408	예상가능한내용 전반부 졸 지루하고	0
6976815	그냥 어느 얼간이의 퇴역연금으로 제작한듯	0
9796439	그린랜턴구린랜턴	0
6079151	이해할수 없는 영화 ㅠㅠ 어려워요 감독님	0
8837248	웃기긴 한데 얘네 미쳤어 진짜	1
9511746	다섯살 아들이 굉장히 좋아했어요	1
8864062	한국에 이런 드라마들이 많아졌으면 좋겠네요	1
7191784	난쟁이의 임팩트는 최고 ㅋㅋㅋ 푸켓섬의 절경이 영화를 살림암실트랩도 기억에 남고	1
5472499	감동은 있지만가족들의 고통을 알고도 신념을 꺽지않는 저 할아버지 똥고집의영화	0
9685585	그야말로 대실망 중반 이후부턴 괴로웠다	0
1212723	돌고 도는 인생	1
251740	볼만한영화	1
7137048	뭐하자는거야	0
9868530	공포 영화는 무슨	0
6496140	미안해요	0
7175140	에이 망할 한국영화 ㅋㅋ	0
6768627	정말 유치하다 하다하다못해 잠들었다	0
9937720	여자 배우들이 맘에 듬 ㅎㅎ	1
5166272	저급 프랑스영화 그래도 프랑스영화중엔 젤낫다	0
10134930	심심할때 보면 추천하고 싶은 영화	1
8726313	꿀잼ㅋ재밋엇어요ㅋ류승범	1
330685	링 시리즈 중에서 최악	0
5747714	정말 지루했던 영화	0
9927640	광해랑 비교를 왜 하냐ㅋㅋ 그건 코믹물이지	1
5985117	존나좋ㅤㅇㅏㅋㅋㅋㅋㅋㅋㅋㅋㅋ으앙ㅋㅋㅋ	1
6709285	진짜 재밌게 보고있는데 누군가가 나오니 짜증이 확나네요 첨부터 알았으면 재방도 안보는건데그렇게 욕먹는사람 데려다 드라마 찍고싶나진짜	0
9236685	불면증환자가 보면 좋을 영화 추천합니다	0
9771735	그냥 아무잉 없이 굳굳굳	1
10274318	진짜 독립영화보다 등장인물들 빼고는 다구렸다 웃기려면 엄청 웃기던지 짜맞추기식 스토리전개 핵노답 제작비가 진짜 없던건지 칠칠켄터키 광고는 오지게해주시고뭐 이것저것 이영화 저영화에 다생각나게끔 하는장면들연출 그러나 하나같이 어설프다결론은 핵노잼	0
5383797	평점 완전 사기네	0
9075694	년대 액션에 지루하고 뻔한 전개 개인적으론 킬링타임용으로도 보기 힘듬	0
9283770	유쾌하고 인생에 대해 다시 생각하게 해준 영화	1
5427785	최고의 성장 드라마	1
6465926	쓰레기 더럽게 재미없네 점이상 점수준것들 창	0
9985591	제 인생영화입니다 여러번 봤는데도 볼때마다 가슴이 울렁거려요 사랑은 타이밍이죠 사랑하는사람 놓치지말고 모두들 꽉 붙잡길 바랍니다	1
5323575	점짜리 코스프레 점짜리 영화	0
474158	글감코미디영상스릴러사운드드라마그게실수다반죽의실패	0
8190261	대단한 유산입니다 자랑스럽고 감사드립니다	1
9822712	동례가 의외로 연기잘해서 삼점준다	0
10165888	의 역작 고증에 무지 힘쓴 드라마	1
2552293	어렸을 때 보면 좋아했을까	0
7411435	솔직히 점대 랭크급의 영화임 이거는 레아로	1
8527178	블랙 로보캅보고 허전한 맘을 원전보고 달래야지	1
9907691	이 영화를 보고 사랑하고 싶다 라는 생각을 했습니다 청소년 관람불가임에도 선정적인 장면은 나오지 않았습니다 연인 혹은 솔로이신 분들에게 추천합니다	1
1059360	스릴도 반전도 솔직히 별로네요 초반만 그럴싸한 싸구렵니다	0
8847337	답답하다가 속시원하다가 탱고에 감탄하다가 콜린퍼스에 감탄하다가	1
4685358	영화덕에 이현우씨가 크리스찬이란걸 알았네요 ㅋ	1
6286758	견자단 쨔응	1
1570610	표현이 현실적이나 너무 늘어진다	0
4899067	아오이의 연기는 정말 최고다	1
8838164	보는내내 그냥 졸린다 바이러스 좀비 비스무리한 건 그냥 말할거도 없고 로봇은 어줍잖은 가르침 당구공은 차라리 약간은 어이없어도그나마 참신햇다우리나라 감독들 수준이 이거밖에 안되니 영화가 나올리없지 기술적이니 뭐니 자위나 하는 꼴	0
7466572	유부남에게 접근해 처참히 무너지는 여자를 동정의 시선으로 만든 말도안되는영화	0
8083246	걍 레즈비언 영화네	0
7523270	처음부터 끝가지 꽉꽉 조여주는구나	1
9538732	제목땜에 점 드리고 갑니다	1
10145559	강제평점제 추방 강제평점제 추방	1
9366745	특이한 편집	0
9294451	아아딸 낳고 싶다	1
1651156	뭐야	0
9907867	년에 이런 영화가 개봉했었다니	1
354223	어릴때봐서 그랬나처음 분보고 잤다	0
9179416	로빈 윌리엄스가 그립다 앤드류의 따스한 웃음이 계속 아른거린다	1
9053246	나라지키는게 장난이냐ㅡㅡ그리고 군대안간애들은 이거보고 군대가 잼잇는줄 알고 착거허겟다 솔직히 진짜 폐지해라군대가 장난도아니고 이게 진짜면 군대보내는 아들보고 왜우는데	0
7315006	홍구도장 씬에서 번 연속 발차기로 명을 쓰러뜨리는 장면을 재현하지 못했군 지나치게 비현실적인 액션씬들 별로 멋 없음	0
9274553	잘만든 영화고 느끼는점도 많았다	1
8589540	어휴 쓰레기 영화 수준 이런거 왜 만드나 몰라	0
8158212	섬뜩할 정도로 치밀하다	1
5773347	걍 파라노말 액티비티 짜가리 버전 정도 ㅋㅋㅋ 존나짜증남 액티비티는완전무섭던데ㅜ	0
8844721	줄거리도 재밌고 나름 흥미진진함 근데 무서운건 컨저링보단 덜함	1
9825902	왜 별점이 점이 되있지	0
2417633	유치한 내용과 어설픈 코미디와 액션 공유는 웬일이래 ㅎㅎㅎ	0
6808464	암흑계와 본디지의 거장이 나오신다 부ㅤㅇㅘㅋ	1
3572987	이런 점수가 너무 높네요	0
6907854	애잔하고 절절하다 마음이 미어진다	1
6842840	스롱스롱 옹슬옹슬임스롱	1
10260924	벌써 개봉된지 년하고도 반이 지났네요 갈림길에 서있는 그가 꼭 재가 된 듯 합니다  내일이면 태양이 또 떠오를거니까 그처럼 열심히 살아 보려고 합니다	1
9798187	별점을선택하라는네이버가양심이없다고생각했다	0
5300516	재미없고 비현실적 탈영은 하지말자 후배님들	0
193273	할스트롬위대한감각은 사라지지않는다 잠시 쉬는것 뿐이다	1
8314623	이 영화로 인해 꿈과 희망 리더쉽을 배웠습니다 정말 명작입니다	1
5399955	이영화를 보면 종대라 불리는 유아인을 볼수있다 연기를 넘어선 그가 보인다	1
10065030	구멍이란 구멍에서 물 다쌈ㄷ	1
7281417	잘봤었슴너무빨리끝나버렷지만	1
6873854	독일영화에 대한 호감으로 봤다 아니고 	0
9818708	오랜만에 감동적으로 볼 수 있었던 영화같습니다 다른분들께도 추천해드립니다	1
10005717	캐릭터들이 하나같이 매력적인 영화 다시 봐도 뭔가 속시원하고 재밌다	1
8604170	카메라맨좀바꿔여 시도때도없이 류 테크닉을써서드라마에 집중도가 많이 떨어지네요 무슨 홍콩영화도아니고 때와 장소와 대본에 맞는 연출부탁드립니다	0
9095115	윽 노답 기대도안하고 봤는데 정말 실망스러웠다	0
5572582	요즘 이런 정서를 느낄 수 없죠사회가 삭막해서예쁜사랑하고 싶은 하루네요	1
9859763	이 좋은 배우들을 이렇게 이용하다니	0
1804574	한마디로급영화 안봐도 인생사는데 아무지장없다 조금도	0
1776626	영화에 진심이 담겨있지않아	0
1187819	점	0
8473984	삼가 고인의 명복을 빕니다	1
722400	매그놀리아  급 이정도면	1
9808951	훈훈합니다 꼭 보세요	1
4777334	진짜 재미없다	0
1606591	최고졸작	0
3849024	뭔가 잊고 있었던 것을 깨달은 듯한 느낌이 든다 하바나로 가자	1
7758273	요즘 나오는 킬링타임 영화가 이거보다 재미없다	1
9489114	내용도 어처구니 없긴한데다가 뭐 설정은 그렇다 치더라도 이건뭐 씹노잼이자너 야 내 시간 돌려도	0
9863476	내 품에서 자라났다면그건 내 전부인 아들	1
7859042	이상하다	0
10074484	잠시나마 순수해질 수 있는 영화	1
7108836	서스펜스 스릴러의 교과서	1
9013511	스토리는 나쁘지 않다 그런데 영화가 이렇게 재미없는 건 감독의 연출력 때문이겠지 근래 보기 드문 졸작이다 조성하 조희봉이 왜 이런 영화에 나왔는지 이해가 안 된다	0
3505397	쓰레기	0
7088731	으엉 간만에 추억돋아서 봤는데사실 원작 자체도 두서없이 전개되는데영화감독은 내용앞뒤도없이 막 잘라서정신없음ㅇ배우들은 책읽고 특히 대사 그대로 살린거 오그리오그링ㅋㅋㅋ간만에 소설로 읽어야지	0
8205415	사랑은 내 속에 피어나는 감정의 이름이 아니라 너와 나의 관계의 이름이다	1
8087489	감사용 선수의 끈기와 노력에 감동했다	1
7088659	재미없다점준거중 한국영화는 점주는 매미있네	0
4689719	아싸 내일 첫방소 한다 근데 몇시에 하지 그게 궁금 합니다용	1
8355243	뭐가 무서운지 모르겠다 마지막 녹음기는 뭐냐 감독은 반전영화를 본적이나 있는 사람인가 차라리 엄정화의 베스트셀러가 나을 듯	0
6706378	긴장감 현실감 죽이네요영화쫓도못보는새끼들은 평점올리지마라점주는새끼들은 사회악이네 사회악 드런새끼들	1
9353949	재미없는건 둘째치고 끔찍하게 지루하다	0
7737043	정말기대하고 봤는데 너무 실망 웃기긴했지만 정말 뻔하고 지루한 스토리다큐형식은 신선하기보단 식상하게 느껴졌습니다ㅜ제 취향과는 정말 한마디로 웃기지만 저에게는 재미없는 영화였습니다 웃긴것과 재밌는것은 정말 별개라는 것을 느끼게해준	0
7471471	괜찮은 영화인데 평점만큼은 아니다 지루함도 길고 감동도 크게 오진 않는다	0
4804719	이제 억 천불짜리 액션이 맞는지 모르겠다	0
3916697	표절 초난강 나온 기묘한 이야기 총남과 내용과 모든것이 같다	0
8537817	한때 슈퍼마리오에 반했다 본 영화	0
10137376	그냥처음 봤을 때 보다 감동이 덜 하고 유치한 것 같다	0
5790355	진짜 죽입니다 ㅠㅠㅠ	1
1079367	이 시리즈는 언제나 봐도 느끼는건데 창의성이 전혀없다	0
1718813	매혹적인 영화	1
8372035	대충 예상은 했다만 이리도 감동과 슬픔이 몰려올줄은 몰랐네난 마지막 장면을 잊을 수가 없다스포일은 안해야겠지	1
4075172	별론데	0
4518772	솔직하게 그냥 지루한 영화요즘 장혁이 떠서 그냥 봤더만	1
7299840	구려보였는데 너무너무 좋은영화다	1
8060352	묘한 음악이 귓가에서 떠나질않음	1
8021048	진짜 년간 점준 영화는 첨이다 개판으로만들어도 점은 주는편인데도데체 뭘 의미하는영화인가	0
2010950	이후 최악의 졸작	0
9591294	이런게 영화 아닐까요	1
6314208	헐리웃  액션 영화로서 소명을 다한다 편과 다른 분위기 있다	1
5992920	황당한 전개 답답한 주인공 이런 게 진정한 일탈인가	0
7780248	정말 쓰레기중에 쓰레기 옛날꺼 기대했다가 시간만 날렸네 진짜 왠만한 영화 다 좋아하는데 이건 진짜정말 쓰레기쓰레기쓰레기	0
837145	이것보고나니 다른영화보면 뭐든 재밌게 볼수 있을거 같다 ㅡㅡ	0
7927348	차라리 한국 삼류에로물이 낫겠어요 재미없어요 ㅡㅡ 도대체 뭐가 재미있다는 건지	0
9234738	를 깨주마아ㅋ	1
5861241	몰입해서 즐겁게 잘 보고 왔어요 화려한 볼거리에 노래들도 다 굿 근데 굳이 로 할 필요는	1
9241849	평점이 의외로 낮네 그로테스크한 분위기의 연출 최고다	1
6274632	잔잔하면서도 깊은 감동이 우러나오는 영화다	1
4919924	감동입니다 대한제국의 독립을 위해 노력하면서 순극하는모습 이명박 물러가라	1
9868923	학생 개 답답함 스토리 어이없음마지막 학살 웃음만 나옴	0
6076398	이걸 누가 보겠나	0
7765516	끝나고나서 스쳐지나가는 생각 방화범 필생 설정은 억지지만 뭔가 생각하게 만드는 영화자나 라는생각을 강요하지만 근데 감독선생 어떻하니 문짝이 나무인데 너희는 왜 불붙힐 생각은 안하니 가 먼저 떠오르는걸	0
7477059	결말 열라 웃었음ㅋㅋㅋㅋ에라이 이게 뭐냐개막장영화	0
146997	난 이영화 만든 감독이 너무 무섭다 발표할수 있는 그 배짱이	0
10118707	이건 영화라기보다는 다큐멘타리인데 뭐 다큐도 영화의 한종류니까 그러려니 봤는데 솔직히 재미는 없다 단지 삶의 의미를 되돌아보게되는 지침의 구실은 하는거 같다 근데 이런 종류의 영화를 한국감독이 만들면 더 동질감이 생겨서 괜찮을 것도 같다	1
6604072	다 좋은데 정보석 진지희 나레이션이 매우 최악ㅡㅡ	0
162030	쓰레기 같은 아동 영화	0
10271264	난 재밌던데 야한 거나 플레이 보려는 거면 야동을 봐야지 영화 자체는 시리즈의 편이라는 걸 생각하고 본다면 이보다 좋을 수 없음	1
5502519	과연 진짜 사랑에 카피본이란 존재할 수 있을까	1
10130569	어이가 없고 답답함이 느껴지는 잔혹한 한 편의 청소년 드라마	0
6419531	최고임 전혀 위화감이 없음	1
10151925	박보영 최고다  진짜 사랑스럽고 이쁘다 제일 좋아한다  응원한다  사랑한다  앞으로 많은 영화 드라마 예능까지 많이 많이 했으면 좋겠다  매일보고싶은 배우 박보영 화이팅	1
1721068	정말 괜찮은 영화 행복이 뭍어나는 	1
5993113	할말을 잃게 만든 영화	0
8971864	진심 집에서봐도 몰입도 만땅가능한 꿀잼영화	1
9620402	영화가 진짜 아름답다	1
2173312	괜찮은데	1
6663630	정말 식상한 영화다	0
8825619	스웨덴판이 너무나 뛰어났기 때문에 보면서 실망만 했다 그냥 전형적인 공포영화 느낌으로 전락한 느낌 영화보다 여배우에게 별점을 주는 사람들때문에 터무니없이 높은 별점이 맘에 안들었다	0
8751414	그냥 진상이란 말밖에 떠오르지 않는 전혀 사랑스럽지 않은 로코의 여주인공에 더러운 웃음코드 마지막에 나오는 노래가 좋아서 별 한개	0
2146582	정치와 여론 그 상관관계 역시 숀팬은 이름값을 한다	1
4316185	알렉산드라 마리아 라롸의 착한 마음과 그보다 착한 몸매	1
8962795	발상은 좋으나 이야기에 힘이 부족하다	0
9793407	우리자신 나자신이 부끄럽다	1
9029365	여주인공때문에 점준다 진짜 최악이다	0
9196067	조조는반은간웅이고반은영웅이었기에위왕이될수있었다	1
1871959	뭘까	0
5076819	끝도없네사골이가그만 우려 먹어라	0
1940566	정말이지 정말이지 이건아니라는	0
9994830	존나무섭다진짜 컨저링보다 무섭다	1
10120224	왕조현임청하 투탑시절인듯	1
2148361	이런 영화일줄은 완전히 차원이 다른 코미디 ㅋㅋㅋ	1
6206510	아오 구역 생각하면서 골랐는데 스토리를 살짜리가썼나 아오 진짜 개빡	0
6043319	쫌 오글거리지만 다시봐도 재밌는 드라마	1
9692983	탄점 탄점 탄점 주고싶다	1
9121	섹시한김지호	1
8847754	기적의 섬이 더 재미있었다 이건 걍 대충 만든 느낌이랄까 졸작 스멜이 풍긴다	0
7458850	이런영화를 볼수있어 행복했어요 개봉했을때는 모르고 우연히 다운받아서 보았는데 영상도 스토리도 아름다워서 긴 여운이 남네요 대형스크린으로 보았더라면 좋았을텐데	1
10058035	평론가들은 한국이나 미국이나 다를게 없구나	1
9702880	수많은 비유과 상징을 고민하는 재미를 주었다	1
3130173	대우차 무시하는거야 이런 싸구려차를 타고 다니냐고 ㅡㅡ	0
9064972	아진짜 삼류영화를 젠장 돈주고봤네	0
6907285	오인혜 몸매는 점 내 이상형 몸매다	1
3999957	시분초 황시에 황신님의 폭풍이 몰아친다	1
7124297	개콘에서 황현희 김기리 나와서 영화 드라마 흉내내는게 생각나네 ㅋㅋ아 손발 오그라들어	0
6978653	이거 원작보고 봐라 기 미친영화이거 뒷이야기도 못이어가게 개같이 만들어놨어재미도 드럽게 없고 하지만 이것때매 에이브릴 라빈을 알았으니 점	0
9843654	내용이나 그래픽은 참 좋은데 엄청난 미스캐스팅ㅋㅋㅋ 어린이영화로 만들어버림	0
9607433	사랑을 하고있는 어른들을 위한 동화같다 흠이라면 너무 아름다운 이야기라는 것	1
7138951	참 모호하게 찾아가는 정체성	0
4261156	의형제 짱	0
4485279	가지 독특한 모양의 동전들	1
